1,499,-64125,9742
2,500,-64125,5845
3,501,-64125,1948
4,533,-64125,-1949
5,532,-64125,-5846
6,531,-64125,-9743
7,479,-60750,15588
8,496,-60750,11691
9,497,-60750,7794
10,498,-60750,3897
11,511,-60750,0
12,530,-60750,-3898
13,529,-60750,-7795
14,528,-60750,-11692
15,575,-60750,-15589
16,473,-57375,21434
17,474,-57375,17537
18,475,-57375,13639
19,476,-57375,9742
20,477,-57375,5845
21,478,-57375,1948
22,574,-57375,-1949
23,573,-57375,-5846
24,572,-57375,-9743
25,571,-57375,-13640
26,570,-57375,-17538
27,569,-57375,-21435
28,466,-54000,27279
29,467,-54000,23382
30,468,-54000,19485
31,469,-54000,15588
32,470,-54000,11691
33,471,-54000,7794
34,472,-54000,3897
35,510,-54000,0
36,568,-54000,-3898
37,567,-54000,-7795
38,566,-54000,-11692
39,565,-54000,-15589
40,564,-54000,-19486
41,563,-54000,-23383
42,562,-54000,-27280
43,441,-50625,33125
44,442,-50625,29228
45,443,-50625,25331
46,444,-50625,21434
47,445,-50625,17537
48,446,-50625,13639
49,447,-50625,9742
50,464,-50625,5845
51,465,-50625,1948
52,561,-50625,-1949
53,560,-50625,-5846
54,607,-50625,-9743
55,606,-50625,-13640
56,605,-50625,-17538
57,604,-50625,-21435
58,603,-50625,-25332
59,602,-50625,-29229
60,601,-50625,-33126
61,415,-47250,38971
62,432,-47250,35074
63,433,-47250,31176
64,434,-47250,27279
65,435,-47250,23382
66,436,-47250,19485
67,437,-47250,15588
68,438,-47250,11691
69,439,-47250,7794
70,440,-47250,3897
71,509,-47250,0
72,600,-47250,-3898
73,599,-47250,-7795
74,598,-47250,-11692
75,597,-47250,-15589
76,596,-47250,-19486
77,595,-47250,-23383
78,594,-47250,-27280
79,593,-47250,-31177
80,592,-47250,-35075
81,639,-47250,-38972
82,403,-43875,44816
83,404,-43875,40919
84,405,-43875,37022
85,406,-43875,33125
86,407,-43875,29228
87,408,-43875,25331
88,409,-43875,21434
89,410,-43875,17537
90,411,-43875,13639
91,412,-43875,9742
92,413,-43875,5845
93,414,-43875,1948
94,638,-43875,-1949
95,637,-43875,-5846
96,636,-43875,-9743
97,635,-43875,-13640
98,634,-43875,-17538
99,633,-43875,-21435
100,632,-43875,-25332
101,631,-43875,-29229
102,630,-43875,-33126
103,629,-43875,-37023
104,628,-43875,-40920
105,627,-43875,-44817
106,374,-40500,50662
107,375,-40500,46765
108,376,-40500,42868
109,377,-40500,38971
110,378,-40500,35074
111,379,-40500,31176
112,380,-40500,27279
113,381,-40500,23382
114,382,-40500,19485
115,383,-40500,15588
116,400,-40500,11691
117,401,-40500,7794
118,402,-40500,3897
119,543,-40500,0
120,626,-40500,-3898
121,625,-40500,-7795
122,624,-40500,-11692
123,671,-40500,-15589
124,670,-40500,-19486
125,669,-40500,-23383
126,668,-40500,-27280
127,667,-40500,-31177
128,666,-40500,-35075
129,665,-40500,-38972
130,664,-40500,-42869
131,663,-40500,-46766
132,662,-40500,-50663
133,344,-37125,52611
134,345,-37125,48713
135,346,-37125,44816
136,347,-37125,40919
137,348,-37125,37022
138,349,-37125,33125
139,350,-37125,29228
140,351,-37125,25331
141,368,-37125,21434
142,369,-37125,17537
143,370,-37125,13639
144,371,-37125,9742
145,372,-37125,5845
146,373,-37125,1948
147,661,-37125,-1949
148,660,-37125,-5846
149,659,-37125,-9743
150,658,-37125,-13640
151,657,-37125,-17538
152,656,-37125,-21435
153,703,-37125,-25332
154,702,-37125,-29229
155,701,-37125,-33126
156,700,-37125,-37023
157,699,-37125,-40920
158,698,-37125,-44817
159,697,-37125,-48714
160,696,-37125,-52612
161,314,-33750,54559
162,315,-33750,50662
163,316,-33750,46765
164,317,-33750,42868
165,318,-33750,38971
166,319,-33750,35074
167,336,-33750,31176
168,337,-33750,27279
169,338,-33750,23382
170,339,-33750,19485
171,340,-33750,15588
172,341,-33750,11691
173,342,-33750,7794
174,343,-33750,3897
175,542,-33750,0
176,695,-33750,-3898
177,694,-33750,-7795
178,693,-33750,-11692
179,692,-33750,-15589
180,691,-33750,-19486
181,690,-33750,-23383
182,689,-33750,-27280
183,688,-33750,-31177
184,735,-33750,-35075
185,734,-33750,-38972
186,733,-33750,-42869
187,732,-33750,-46766
188,731,-33750,-50663
189,730,-33750,-54560
190,279,-30375,56508
191,280,-30375,52611
192,281,-30375,48713
193,282,-30375,44816
194,283,-30375,40919
195,304,-30375,37022
196,305,-30375,33125
197,306,-30375,29228
198,307,-30375,25331
199,308,-30375,21434
200,309,-30375,17537
201,310,-30375,13639
202,311,-30375,9742
203,312,-30375,5845
204,313,-30375,1948
205,729,-30375,-1949
206,728,-30375,-5846
207,727,-30375,-9743
208,726,-30375,-13640
209,725,-30375,-17538
210,724,-30375,-21435
211,723,-30375,-25332
212,722,-30375,-29229
213,721,-30375,-33126
214,720,-30375,-37023
215,763,-30375,-40920
216,762,-30375,-44817
217,761,-30375,-48714
218,760,-30375,-52612
219,759,-30375,-56509
220,244,-27000,58456
221,245,-27000,54559
222,246,-27000,50662
223,247,-27000,46765
224,248,-27000,42868
225,249,-27000,38971
226,250,-27000,35074
227,251,-27000,31176
228,252,-27000,27279
229,253,-27000,23382
230,254,-27000,19485
231,255,-27000,15588
232,272,-27000,11691
233,273,-27000,7794
234,274,-27000,3897
235,541,-27000,0
236,754,-27000,-3898
237,753,-27000,-7795
238,752,-27000,-11692
239,799,-27000,-15589
240,798,-27000,-19486
241,797,-27000,-23383
242,796,-27000,-27280
243,795,-27000,-31177
244,794,-27000,-35075
245,793,-27000,-38972
246,792,-27000,-42869
247,791,-27000,-46766
248,790,-27000,-50663
249,789,-27000,-54560
250,788,-27000,-58457
251,213,-23625,60405
252,214,-23625,56508
253,215,-23625,52611
254,216,-23625,48713
255,217,-23625,44816
256,218,-23625,40919
257,219,-23625,37022
258,220,-23625,33125
259,221,-23625,29228
260,222,-23625,25331
261,223,-23625,21434
262,240,-23625,17537
263,241,-23625,13639
264,242,-23625,9742
265,243,-23625,5845
266,508,-23625,1948
267,540,-23625,-1949
268,787,-23625,-5846
269,786,-23625,-9743
270,785,-23625,-13640
271,784,-23625,-17538
272,831,-23625,-21435
273,830,-23625,-25332
274,829,-23625,-29229
275,828,-23625,-33126
276,827,-23625,-37023
277,826,-23625,-40920
278,825,-23625,-44817
279,824,-23625,-48714
280,823,-23625,-52612
281,822,-23625,-56509
282,821,-23625,-60406
283,182,-20250,58456
284,183,-20250,54559
285,184,-20250,50662
286,185,-20250,46765
287,186,-20250,42868
288,187,-20250,38971
289,188,-20250,35074
290,189,-20250,31176
291,190,-20250,27279
292,191,-20250,23382
293,208,-20250,19485
294,209,-20250,15588
295,210,-20250,11691
296,211,-20250,7794
297,212,-20250,3897
298,539,-20250,0
299,820,-20250,-3898
300,819,-20250,-7795
301,818,-20250,-11692
302,817,-20250,-15589
303,816,-20250,-19486
304,863,-20250,-23383
305,862,-20250,-27280
306,861,-20250,-31177
307,860,-20250,-35075
308,859,-20250,-38972
309,858,-20250,-42869
310,857,-20250,-46766
311,856,-20250,-50663
312,855,-20250,-54560
313,854,-20250,-58457
314,151,-16875,60405
315,152,-16875,56508
316,153,-16875,52611
317,154,-16875,48713
318,155,-16875,44816
319,156,-16875,40919
320,157,-16875,37022
321,158,-16875,33125
322,159,-16875,29228
323,176,-16875,25331
324,177,-16875,21434
325,178,-16875,17537
326,179,-16875,13639
327,180,-16875,9742
328,181,-16875,5845
329,507,-16875,1948
330,538,-16875,-1949
331,853,-16875,-5846
332,852,-16875,-9743
333,851,-16875,-13640
334,850,-16875,-17538
335,849,-16875,-21435
336,848,-16875,-25332
337,895,-16875,-29229
338,894,-16875,-33126
339,893,-16875,-37023
340,892,-16875,-40920
341,891,-16875,-44817
342,890,-16875,-48714
343,889,-16875,-52612
344,888,-16875,-56509
345,887,-16875,-60406
346,121,-13500,58456
347,122,-13500,54559
348,123,-13500,50662
349,124,-13500,46765
350,125,-13500,42868
351,126,-13500,38971
352,127,-13500,35074
353,144,-13500,31176
354,145,-13500,27279
355,146,-13500,23382
356,147,-13500,19485
357,148,-13500,15588
358,149,-13500,11691
359,150,-13500,7794
360,284,-13500,3897
361,506,-13500,974
362,537,-13500,-975
363,764,-13500,-3898
364,886,-13500,-7795
365,885,-13500,-11692
366,884,-13500,-15589
367,883,-13500,-19486
368,882,-13500,-23383
369,881,-13500,-27280
370,880,-13500,-31177
371,927,-13500,-35075
372,926,-13500,-38972
373,925,-13500,-42869
374,924,-13500,-46766
375,923,-13500,-50663
376,922,-13500,-54560
377,921,-13500,-58457
378,89,-10125,60405
379,90,-10125,56508
380,91,-10125,52611
381,92,-10125,48713
382,93,-10125,44816
383,94,-10125,40919
384,95,-10125,37022
385,112,-10125,33125
386,113,-10125,29228
387,114,-10125,25331
388,115,-10125,21434
389,116,-10125,17537
390,117,-10125,13639
391,118,-10125,10717
392,119,-10125,8768
393,120,-10125,6819
394,278,-10125,4871
395,285,-10125,2922
396,505,-10125,974
397,536,-10125,-975
398,765,-10125,-2923
399,758,-10125,-4872
400,920,-10125,-6820
401,919,-10125,-8769
402,918,-10125,-10718
403,917,-10125,-13640
404,916,-10125,-17538
405,915,-10125,-21435
406,914,-10125,-25332
407,913,-10125,-29229
408,912,-10125,-33126
409,959,-10125,-37023
410,958,-10125,-40920
411,957,-10125,-44817
412,956,-10125,-48714
413,955,-10125,-52612
414,954,-10125,-56509
415,953,-10125,-60406
416,57,-6750,58456
417,58,-6750,54559
418,59,-6750,50662
419,60,-6750,46765
420,61,-6750,42868
421,62,-6750,38971
422,63,-6750,35074
423,80,-6750,31176
424,81,-6750,27279
425,82,-6750,23382
426,83,-6750,19485
427,84,-6750,15588
428,85,-6750,12665
429,86,-6750,10717
430,87,-6750,8768
431,88,-6750,6819
432,277,-6750,4871
433,286,-6750,2922
434,504,-6750,974
435,535,-6750,-975
436,766,-6750,-2923
437,757,-6750,-4872
438,952,-6750,-6820
439,951,-6750,-8769
440,950,-6750,-10718
441,949,-6750,-12666
442,948,-6750,-15589
443,947,-6750,-19486
444,946,-6750,-23383
445,945,-6750,-27280
446,944,-6750,-31177
447,991,-6750,-35075
448,990,-6750,-38972
449,989,-6750,-42869
450,988,-6750,-46766
451,987,-6750,-50663
452,986,-6750,-54560
453,985,-6750,-58457
454,24,-3375,60405
455,25,-3375,56508
456,26,-3375,52611
457,27,-3375,48713
458,28,-3375,44816
459,29,-3375,40919
460,30,-3375,37022
461,31,-3375,33125
462,48,-3375,29228
463,49,-3375,25331
464,50,-3375,21434
465,51,-3375,17537
466,52,-3375,14614
467,53,-3375,12665
468,54,-3375,10717
469,55,-3375,8768
470,56,-3375,6819
471,276,-3375,4871
472,287,-3375,2922
473,503,-3375,974
474,534,-3375,-975
475,767,-3375,-2923
476,756,-3375,-4872
477,984,-3375,-6820
478,983,-3375,-8769
479,982,-3375,-10718
480,981,-3375,-12666
481,980,-3375,-14615
482,979,-3375,-17538
483,978,-3375,-21435
484,977,-3375,-25332
485,976,-3375,-29229
486,1023,-3375,-33126
487,1022,-3375,-37023
488,1021,-3375,-40920
489,1020,-3375,-44817
490,1019,-3375,-48714
491,1018,-3375,-52612
492,1017,-3375,-56509
493,1016,-3375,-60406
494,16,0,58456
495,17,0,54559
496,18,0,50662
497,19,0,46765
498,20,0,42868
499,21,0,38971
500,22,0,35074
501,23,0,31176
502,12,0,27279
503,11,0,23382
504,10,0,19485
505,9,0,15588
506,8,0,12665
507,13,0,10717
508,14,0,8768
509,15,0,6819
510,275,0,4871
511,268,0,2922
512,502,0,974
513,489,0,-975
514,748,0,-2923
515,755,0,-4872
516,1007,0,-6820
517,1006,0,-8769
518,1005,0,-10718
519,1000,0,-12666
520,1001,0,-15589
521,1002,0,-19486
522,1003,0,-23383
523,1004,0,-27280
524,1015,0,-31177
525,1014,0,-35075
526,1013,0,-38972
527,1012,0,-42869
528,1011,0,-46766
529,1010,0,-50663
530,1009,0,-54560
531,1008,0,-58457
532,7,3375,60405
533,6,3375,56508
534,5,3375,52611
535,4,3375,48713
536,3,3375,44816
537,2,3375,40919
538,1,3375,37022
539,0,3375,33125
540,47,3375,29228
541,46,3375,25331
542,45,3375,21434
543,44,3375,17537
544,43,3375,14614
545,42,3375,12665
546,41,3375,10717
547,40,3375,8768
548,39,3375,6819
549,267,3375,4871
550,256,3375,2922
551,488,3375,974
552,521,3375,-975
553,736,3375,-2923
554,747,3375,-4872
555,967,3375,-6820
556,968,3375,-8769
557,969,3375,-10718
558,970,3375,-12666
559,971,3375,-14615
560,972,3375,-17538
561,973,3375,-21435
562,974,3375,-25332
563,975,3375,-29229
564,992,3375,-33126
565,993,3375,-37023
566,994,3375,-40920
567,995,3375,-44817
568,996,3375,-48714
569,997,3375,-52612
570,998,3375,-56509
571,999,3375,-60406
572,38,6750,58456
573,37,6750,54559
574,36,6750,50662
575,35,6750,46765
576,34,6750,42868
577,33,6750,38971
578,32,6750,35074
579,79,6750,31176
580,78,6750,27279
581,77,6750,23382
582,76,6750,19485
583,75,6750,15588
584,74,6750,12665
585,73,6750,10717
586,72,6750,8768
587,71,6750,6819
588,266,6750,4871
589,257,6750,2922
590,487,6750,974
591,520,6750,-975
592,737,6750,-2923
593,746,6750,-4872
594,935,6750,-6820
595,936,6750,-8769
596,937,6750,-10718
597,938,6750,-12666
598,939,6750,-15589
599,940,6750,-19486
600,941,6750,-23383
601,942,6750,-27280
602,943,6750,-31177
603,960,6750,-35075
604,961,6750,-38972
605,962,6750,-42869
606,963,6750,-46766
607,964,6750,-50663
608,965,6750,-54560
609,966,6750,-58457
610,70,10125,60405
611,69,10125,56508
612,68,10125,52611
613,67,10125,48713
614,66,10125,44816
615,65,10125,40919
616,64,10125,37022
617,111,10125,33125
618,110,10125,29228
619,109,10125,25331
620,108,10125,21434
621,107,10125,17537
622,106,10125,13639
623,105,10125,10717
624,104,10125,8768
625,103,10125,6819
626,265,10125,4871
627,258,10125,2922
628,486,10125,974
629,519,10125,-975
630,738,10125,-2923
631,745,10125,-4872
632,903,10125,-6820
633,904,10125,-8769
634,905,10125,-10718
635,906,10125,-13640
636,907,10125,-17538
637,908,10125,-21435
638,909,10125,-25332
639,910,10125,-29229
640,911,10125,-33126
641,928,10125,-37023
642,929,10125,-40920
643,930,10125,-44817
644,931,10125,-48714
645,932,10125,-52612
646,933,10125,-56509
647,934,10125,-60406
648,102,13500,58456
649,101,13500,54559
650,100,13500,50662
651,99,13500,46765
652,98,13500,42868
653,97,13500,38971
654,96,13500,35074
655,143,13500,31176
656,142,13500,27279
657,141,13500,23382
658,140,13500,19485
659,139,13500,15588
660,138,13500,11691
661,137,13500,7794
662,259,13500,3897
663,485,13500,974
664,518,13500,-975
665,739,13500,-3898
666,873,13500,-7795
667,874,13500,-11692
668,875,13500,-15589
669,876,13500,-19486
670,877,13500,-23383
671,878,13500,-27280
672,879,13500,-31177
673,896,13500,-35075
674,897,13500,-38972
675,898,13500,-42869
676,899,13500,-46766
677,900,13500,-50663
678,901,13500,-54560
679,902,13500,-58457
680,136,16875,60405
681,135,16875,56508
682,134,16875,52611
683,133,16875,48713
684,132,16875,44816
685,131,16875,40919
686,130,16875,37022
687,129,16875,33125
688,128,16875,29228
689,175,16875,25331
690,174,16875,21434
691,173,16875,17537
692,172,16875,13639
693,171,16875,9742
694,170,16875,5845
695,484,16875,1948
696,517,16875,-1949
697,842,16875,-5846
698,843,16875,-9743
699,844,16875,-13640
700,845,16875,-17538
701,846,16875,-21435
702,847,16875,-25332
703,864,16875,-29229
704,865,16875,-33126
705,866,16875,-37023
706,867,16875,-40920
707,868,16875,-44817
708,869,16875,-48714
709,870,16875,-52612
710,871,16875,-56509
711,872,16875,-60406
712,169,20250,58456
713,168,20250,54559
714,167,20250,50662
715,166,20250,46765
716,165,20250,42868
717,164,20250,38971
718,163,20250,35074
719,162,20250,31176
720,161,20250,27279
721,160,20250,23382
722,207,20250,19485
723,206,20250,15588
724,205,20250,11691
725,204,20250,7794
726,203,20250,3897
727,516,20250,0
728,811,20250,-3898
729,812,20250,-7795
730,813,20250,-11692
731,814,20250,-15589
732,815,20250,-19486
733,832,20250,-23383
734,833,20250,-27280
735,834,20250,-31177
736,835,20250,-35075
737,836,20250,-38972
738,837,20250,-42869
739,838,20250,-46766
740,839,20250,-50663
741,840,20250,-54560
742,841,20250,-58457
743,202,23625,60405
744,201,23625,56508
745,200,23625,52611
746,199,23625,48713
747,198,23625,44816
748,197,23625,40919
749,196,23625,37022
750,195,23625,33125
751,194,23625,29228
752,193,23625,25331
753,192,23625,21434
754,239,23625,17537
755,238,23625,13639
756,237,23625,9742
757,236,23625,5845
758,483,23625,1948
759,515,23625,-1949
760,780,23625,-5846
761,781,23625,-9743
762,782,23625,-13640
763,783,23625,-17538
764,800,23625,-21435
765,801,23625,-25332
766,802,23625,-29229
767,803,23625,-33126
768,804,23625,-37023
769,805,23625,-40920
770,806,23625,-44817
771,807,23625,-48714
772,808,23625,-52612
773,809,23625,-56509
774,810,23625,-60406
775,235,27000,58456
776,234,27000,54559
777,233,27000,50662
778,232,27000,46765
779,231,27000,42868
780,230,27000,38971
781,229,27000,35074
782,228,27000,31176
783,227,27000,27279
784,226,27000,23382
785,225,27000,19485
786,224,27000,15588
787,271,27000,11691
788,270,27000,7794
789,269,27000,3897
790,514,27000,0
791,749,27000,-3898
792,750,27000,-7795
793,751,27000,-11692
794,768,27000,-15589
795,769,27000,-19486
796,770,27000,-23383
797,771,27000,-27280
798,772,27000,-31177
799,773,27000,-35075
800,774,27000,-38972
801,775,27000,-42869
802,776,27000,-46766
803,777,27000,-50663
804,778,27000,-54560
805,779,27000,-58457
806,264,30375,56508
807,263,30375,52611
808,262,30375,48713
809,261,30375,44816
810,260,30375,40919
811,303,30375,37022
812,302,30375,33125
813,301,30375,29228
814,300,30375,25331
815,299,30375,21434
816,298,30375,17537
817,297,30375,13639
818,296,30375,9742
819,295,30375,5845
820,294,30375,1948
821,710,30375,-1949
822,711,30375,-5846
823,712,30375,-9743
824,713,30375,-13640
825,714,30375,-17538
826,715,30375,-21435
827,716,30375,-25332
828,717,30375,-29229
829,718,30375,-33126
830,719,30375,-37023
831,740,30375,-40920
832,741,30375,-44817
833,742,30375,-48714
834,743,30375,-52612
835,744,30375,-56509
836,293,33750,54559
837,292,33750,50662
838,291,33750,46765
839,290,33750,42868
840,289,33750,38971
841,288,33750,35074
842,335,33750,31176
843,334,33750,27279
844,333,33750,23382
845,332,33750,19485
846,331,33750,15588
847,330,33750,11691
848,329,33750,7794
849,328,33750,3897
850,513,33750,0
851,680,33750,-3898
852,681,33750,-7795
853,682,33750,-11692
854,683,33750,-15589
855,684,33750,-19486
856,685,33750,-23383
857,686,33750,-27280
858,687,33750,-31177
859,704,33750,-35075
860,705,33750,-38972
861,706,33750,-42869
862,707,33750,-46766
863,708,33750,-50663
864,709,33750,-54560
865,327,37125,52611
866,326,37125,48713
867,325,37125,44816
868,324,37125,40919
869,323,37125,37022
870,322,37125,33125
871,321,37125,29228
872,320,37125,25331
873,367,37125,21434
874,366,37125,17537
875,365,37125,13639
876,364,37125,9742
877,363,37125,5845
878,362,37125,1948
879,650,37125,-1949
880,651,37125,-5846
881,652,37125,-9743
882,653,37125,-13640
883,654,37125,-17538
884,655,37125,-21435
885,672,37125,-25332
886,673,37125,-29229
887,674,37125,-33126
888,675,37125,-37023
889,676,37125,-40920
890,677,37125,-44817
891,678,37125,-48714
892,679,37125,-52612
893,361,40500,50662
894,360,40500,46765
895,359,40500,42868
896,358,40500,38971
897,357,40500,35074
898,356,40500,31176
899,355,40500,27279
900,354,40500,23382
901,353,40500,19485
902,352,40500,15588
903,399,40500,11691
904,398,40500,7794
905,397,40500,3897
906,512,40500,0
907,621,40500,-3898
908,622,40500,-7795
909,623,40500,-11692
910,640,40500,-15589
911,641,40500,-19486
912,642,40500,-23383
913,643,40500,-27280
914,644,40500,-31177
915,645,40500,-35075
916,646,40500,-38972
917,647,40500,-42869
918,648,40500,-46766
919,649,40500,-50663
920,396,43875,44816
921,395,43875,40919
922,394,43875,37022
923,393,43875,33125
924,392,43875,29228
925,391,43875,25331
926,390,43875,21434
927,389,43875,17537
928,388,43875,13639
929,387,43875,9742
930,386,43875,5845
931,385,43875,1948
932,609,43875,-1949
933,610,43875,-5846
934,611,43875,-9743
935,612,43875,-13640
936,613,43875,-17538
937,614,43875,-21435
938,615,43875,-25332
939,616,43875,-29229
940,617,43875,-33126
941,618,43875,-37023
942,619,43875,-40920
943,620,43875,-44817
944,384,47250,38971
945,431,47250,35074
946,430,47250,31176
947,429,47250,27279
948,428,47250,23382
949,427,47250,19485
950,426,47250,15588
951,425,47250,11691
952,424,47250,7794
953,423,47250,3897
954,482,47250,0
955,583,47250,-3898
956,584,47250,-7795
957,585,47250,-11692
958,586,47250,-15589
959,587,47250,-19486
960,588,47250,-23383
961,589,47250,-27280
962,590,47250,-31177
963,591,47250,-35075
964,608,47250,-38972
965,422,50625,33125
966,421,50625,29228
967,420,50625,25331
968,419,50625,21434
969,418,50625,17537
970,417,50625,13639
971,416,50625,9742
972,463,50625,5845
973,462,50625,1948
974,558,50625,-1949
975,559,50625,-5846
976,576,50625,-9743
977,577,50625,-13640
978,578,50625,-17538
979,579,50625,-21435
980,580,50625,-25332
981,581,50625,-29229
982,582,50625,-33126
983,461,54000,27279
984,460,54000,23382
985,459,54000,19485
986,458,54000,15588
987,457,54000,11691
988,456,54000,7794
989,455,54000,3897
990,481,54000,0
991,551,54000,-3898
992,552,54000,-7795
993,553,54000,-11692
994,554,54000,-15589
995,555,54000,-19486
996,556,54000,-23383
997,557,54000,-27280
998,454,57375,21434
999,453,57375,17537
1000,452,57375,13639
1001,451,57375,9742
1002,450,57375,5845
1003,449,57375,1948
1004,545,57375,-1949
1005,546,57375,-5846
1006,547,57375,-9743
1007,548,57375,-13640
1008,549,57375,-17538
1009,550,57375,-21435
1010,448,60750,15588
1011,495,60750,11691
1012,494,60750,7794
1013,493,60750,3897
1014,480,60750,0
1015,525,60750,-3898
1016,526,60750,-7795
1017,527,60750,-11692
1018,544,60750,-15589
1019,492,64125,9742
1020,491,64125,5845
1021,490,64125,1948
1022,522,64125,-1949
1023,523,64125,-5846
1024,524,64125,-9743